Food,Compound,Mean
Cardamom,Zinc,5.34E-05
Cardamom,Camphene,4.19E-05
Cardamom,D-Camphor,2.83E-05
Cardamom,Riboflavine,3.14E-06
Cardamom,"(Z,Z)-9,12-Octadecadienoic acid",0.018347627
Cardamom,Oleic acid,0.109386807
Cardamom,4(10)-Thujene,0.002014211
Cardamom,Limonene,0.010542954
Cardamom,L-Borneol,0.008404228
Cardamom,Geraniol,0.000197759
Cardamom,Nerolidol,0.001808081
Cardamom,alpha-Terpineol,0.004814225
Cardamom,Citronellol,5.65E-05
Cardamom,p-Menth-1-en-4-ol,0.02453884
Cardamom,Linalool,0.009718435
Cardamom,Nerol,4.19E-05
Cardamom,beta-Pinene,0.001217943
Cardamom,gamma-Terpinene,0.000197759
Cardamom,Iron,0.000113005
Cardamom,1-Isopropyl-4-methylbenzene,0.029433633
Cardamom,"7-Methyl-3-methylene-1,6-octadiene",0.003490601
Cardamom,Linalyl acetate,0.009623218
Loquat,Nicotinic acid,0.000649838
Loquat,L-Ascorbic acid,0.020457871
Loquat,Calcium,0.061638363
Loquat,Phosphorus,0.067559111
Loquat,Potassium,0.727626309
Loquat,Sodium,0.009410621
Loquat,Copper,0.000336953
Loquat,Manganese,0.010782502
Loquat,Zinc,0.001347813
Loquat,Arsenic,1.35E-05
Loquat,Mercury,9.63E-07
Loquat,D-Glucitol,0.096272335
Loquat,Riboflavine,0.000110713
Loquat,beta-Carotene,0.001699207
Loquat,Iron,0.002093923
Common buckwheat,Phytic acid,0.020504779
Common buckwheat,L-Tyrosine,0.003132675
Common buckwheat,L-Lysine,0.008099388
Common buckwheat,Glycine,0.011106755
Common buckwheat,L-Alanine,0.007837382
Common buckwheat,Nicotinic acid,3.65E-05
Common buckwheat,Starch,0.763233441
Common buckwheat,Stigmasterol,0.000104802
Common buckwheat,L-Leucine,0.009272717
Common buckwheat,L-Tryptophan,0.002352354
Common buckwheat,Arginine,0.013567329
Common buckwheat,Quercetin 3-rutinoside,0.045566176
Common buckwheat,Calcium,0.000786586
Common buckwheat,Phosphorus,0.003428855
Common buckwheat,Potassium,0.004667685
Common buckwheat,Boron,6.83E-06
Common buckwheat,Iodine,9.74E-08
Common buckwheat,Molybdenum,6.27E-06
Common buckwheat,Malic acid,0.017201231
Common buckwheat,Pantothenic acid,1.59E-05
Common buckwheat,L-Histidine,0.003132675
Common buckwheat,L-Threonine,0.006664053
Common buckwheat,Riboflavine,1.99E-06
Common buckwheat,beta-Sitosterol,0.00214161
Common buckwheat,L-Isoleucine,0.006926059
Common buckwheat,alpha-Linolenic acid,0.001044605
Common buckwheat,Campesterol,0.000262006
Common buckwheat,L-Glutamic acid,0.026542297
Common buckwheat,L-Cystine,0.003134953
Common buckwheat,L-Aspartic acid,0.013669853
Common buckwheat,L-Serine,0.008099388
Common buckwheat,"(Z,Z)-9,12-Octadecadienoic acid",0.005717416
Common buckwheat,Oleic acid,0.011306107
Common buckwheat,Selenium,2.28E-07
Common buckwheat,Nickel,1.14E-06
Common buckwheat,Chlorine,0.000157203
Common buckwheat,Iron,9.23E-05
Fig,L-Tyrosine,0.00304086
Fig,L-Lysine,0.002850396
Fig,Glycine,0.002375877
Fig,L-Alanine,0.004275594
Fig,Pyridoxine,1.05E-05
Fig,Nicotinic acid,5.75E-05
Fig,Sucrose,0.007388699
Fig,L-Ascorbic acid,0.00333805
Fig,L-Leucine,0.003136092
Fig,L-Tryptophan,0.000569751
Fig,Arginine,0.001615662
Fig,Quercetin 3-rutinoside,0.0024629
Fig,Bergapten,0.012807078
Fig,Calcium,0.00751677
Fig,Phosphorus,0.004750113
Fig,Potassium,0.022054446
Fig,Sodium,0.000617367
Fig,Boron,0.000165835
Fig,Copper,6.90E-06
Fig,Manganese,1.31E-05
Fig,Zinc,1.31E-05
Fig,Malic acid,0.099172761
Fig,Pantothenic acid,2.79E-05
Fig,beta-D-Glucopyranose,0.101964048
Fig,L-Histidine,0.001045911
Fig,L-Threonine,0.002280645
Fig,Riboflavine,9.36E-06
Fig,L-Isoleucine,0.002185413
Fig,alpha-Linolenic acid,0.425589068
Fig,D-Fructose,0.075364731
Fig,L-Glutamic acid,0.006841935
Fig,L-Cystine,0.001139502
Fig,L-Aspartic acid,0.008549546
Fig,Psoralen,0.013463852
Fig,L-Methionine,0.000569751
Fig,L-Serine,0.003515379
Fig,"(Z,Z)-9,12-Octadecadienoic acid",0.013682229
Fig,Oleic acid,0.006270543
Fig,beta-Carotene,2.68E-05
Fig,Iron,9.85E-05
Fig,Pectic acid,0.158939127
Fennel,L-Tyrosine,0.014895443
Fennel,Glycine,0.040216658
Fennel,L-Alanine,0.028663074
Fennel,4-Methoxybenzaldehyde,0.001872758
Fennel,Nicotinic acid,0.000124735
Fennel,Sucrose,0.155918807
Fennel,L-Ascorbic acid,0.00604272
Fennel,cis-beta-Ocimene,0.001108756
Fennel,L-Tryptophan,0.009190547
Fennel,Arginine,0.024704469
Fennel,Bergapten,8.66E-06
Fennel,Anethole,0.019229986
Fennel,cis-Anethole,0.000173243
Fennel,Calcium,0.020019975
Fennel,Chromium,1.56E-05
Fennel,Phosphorus,0.009718939
Fennel,Potassium,0.074633136
Fennel,Sodium,0.003516835
Fennel,Aluminum,0.000194032
Fennel,Boron,6.41E-05
Fennel,Cobalt,5.54E-05
Fennel,Copper,5.54E-05
Fennel,Iodine,6.93E-09
Fennel,Manganese,0.001290661
Fennel,Silicon,1.46E-05
Fennel,Tin,3.81E-05
Fennel,Zinc,6.95E-05
Fennel,Camphene,0.000952837
Fennel,D-Camphor,0.000329162
Fennel,L-Histidine,0.012024805
Fennel,L-Threonine,0.021870211
Fennel,Riboflavine,2.60E-05
Fennel,1-Methoxy-4-(2-propenyl)benzene,0.001351296
Fennel,L-Isoleucine,0.025248452
Fennel,Xanthotoxin,1.73E-06
Fennel,L-Glutamic acid,0.107388212
Fennel,L-Cystine,0.008064467
Fennel,L-Aspartic acid,0.066601585
Fennel,Psoralen,1.73E-06
Fennel,Isopimpinellin,1.73E-06
Fennel,L-Methionine,0.010935106
Fennel,L-Serine,0.032696174
Fennel,Imperatorin,5.20E-06
Fennel,"(Z,Z)-9,12-Octadecadienoic acid",0.056371578
Fennel,Oleic acid,0.226449545
Fennel,Nickel,3.46E-06
Fennel,4(10)-Thujene,0.000105678
Fennel,Limonene,0.006236752
Fennel,alpha-Carene,0.001455242
Fennel,alpha-Terpineol,1.21E-05
Fennel,p-Menth-1-en-4-ol,0.00012127
Fennel,beta-Carotene,0.000453897
Fennel,"1,8-Cineole",0.000521462
Fennel,beta-Phellandrene,0.002061593
Fennel,Linalool,0.000207892
Fennel,beta-Pinene,3.46E-05
Fennel,Terpinolene,0.000796918
Fennel,gamma-Terpinene,0.000467756
Fennel,Iron,0.000514532
Fennel,"7-Methyl-3-methylene-1,6-octadiene",0.004850807
Soy bean,L-Tyrosine,0.022234008
Soy bean,L-Lysine,0.039134625
Soy bean,Glycine,0.027178747
Soy bean,Syringic acid,6.77E-06
Soy bean,L-Alanine,0.027694385
Soy bean,alpha-Tocopherol,0.000237809
Soy bean,Pyridoxine,7.23E-06
Soy bean,Raffinose,0.015392183
Soy bean,Gallic acid,2.31E-06
Soy bean,Glycitein,0.000162388
Soy bean,Vanillic acid,3.85E-06
Soy bean,Nicotinic acid,4.62E-05
Soy bean,Starch,0.015392183
Soy bean,Sucrose,0.076691551
Soy bean,L-Ascorbic acid,0.000948158
Soy bean,L-Leucine,0.047885081
Soy bean,L-Tryptophan,0.008538813
Soy bean,Arginine,0.045607038
Soy bean,gamma-Tocopherol,0.001075914
Soy bean,Daidzein,0.000253971
Soy bean,Calcium,0.002208778
Soy bean,Phosphorus,0.007353615
Soy bean,Potassium,0.016315714
Soy bean,Sodium,0.002931441
Soy bean,Aluminum,4.77E-05
Soy bean,Boron,1.69E-05
Soy bean,Cobalt,6.00E-07
Soy bean,Copper,1.72E-05
Soy bean,Iodine,1.27E-05
Soy bean,Manganese,5.23E-05
Soy bean,Molybdenum,3.08E-06
Soy bean,Saponins,0.076960914
Soy bean,Sulfur,0.006258462
Soy bean,Zinc,8.62E-05
Soy bean,Ammonia,0.013237277
Soy bean,Phosphatidylethanolamine,0.009543153
Soy bean,Verbascose,0.004617655
Soy bean,Malic acid,0.001308336
Soy bean,Pantothenic acid,1.39E-05
Soy bean,4-Hydroxybenzoic acid,2.62E-06
Soy bean,beta-D-Glucopyranose,0.00066956
Soy bean,Genistein,6.70E-05
Soy bean,L-Histidine,0.015861644
Soy bean,L-Threonine,0.025535631
Soy bean,Riboflavine,5.08E-06
Soy bean,Genistin,7.85E-05
Soy bean,Daidzin,0.000116981
Soy bean,Adenine,0.000546422
Soy bean,beta-Sitosterol,0.001385296
Soy bean,L-Isoleucine,0.029788491
Soy bean,alpha-Linolenic acid,0.016320331
Soy bean,D-Pinitol,0.015392183
Soy bean,L-Glutamic acid,0.113871368
Soy bean,L-Aspartic acid,0.073932502
Soy bean,L-Cysteine,0.009473888
Soy bean,L-Methionine,0.007926974
Soy bean,L-Serine,0.034074445
Soy bean,"(Z,Z)-9,12-Octadecadienoic acid",0.151164318
Soy bean,Ferulic acid,3.85E-06
Soy bean,Selenium,9.93E-07
Soy bean,Nickel,2.39E-05
Soy bean,Folic acid,3.31E-06
Soy bean,L-5-Oxo-2-pyrrolidinecarboxylic acid,0.003078437
Soy bean,beta-Carotene,1.35E-05
Soy bean,Chlorine,0.000307844
Soy bean,Iron,9.16E-05
Soy bean,Phosphatidylcholine,0.030784366
Sunflower,L-Tyrosine,0.005274416
Sunflower,L-Lysine,0.00742031
Sunflower,Glycine,0.011542704
Sunflower,L-Alanine,0.00884441
Sunflower,alpha-Tocopherol,0.000466205
Sunflower,Choline,0.000899431
Sunflower,Gossypol,7.50E-06
Sunflower,Vanillin,6.75E-07
Sunflower,Nicotinic acid,3.60E-05
Sunflower,Tartaric acid,0.0014241
Sunflower,L-Leucine,0.019862446
Sunflower,L-Tryptophan,0.008595942
Sunflower,Arginine,0.04024956
Sunflower,gamma-Tocopherol,2.02E-05
Sunflower,Quercetin 7-glucoside,1.65E-05
Sunflower,Caffeic acid,3.00E-06
Sunflower,p-Coumaric acid,8.24E-06
Sunflower,Isoferulic acid,0.001161766
Sunflower,Calcium,0.000918919
Sunflower,Phosphorus,0.005583221
Sunflower,Potassium,0.005456551
Sunflower,Sodium,2.40E-05
Sunflower,Copper,1.39E-05
Sunflower,Iodine,3.15E-08
Sunflower,Manganese,1.57E-05
Sunflower,Sulfur,0.002793484
Sunflower,Zinc,4.01E-05
Sunflower,Phosphatidylethanolamine,0.000691438
Sunflower,Lignin,0.206119718
Sunflower,trans-Sinapic acid,0.003935013
Sunflower,L-Histidine,0.009997931
Sunflower,Quercetin,0.000187382
Sunflower,L-Threonine,0.007349854
Sunflower,Riboflavine,1.87E-06
Sunflower,L-Isoleucine,0.021923643
Sunflower,L-Glutamic acid,0.044147096
Sunflower,L-Aspartic acid,0.019337777
Sunflower,L-Cysteine,0.007781956
Sunflower,L-Methionine,0.009638908
Sunflower,L-Serine,0.008544599
Sunflower,"(Z,Z)-9,12-Octadecadienoic acid",0.164521011
Sunflower,Ferulic acid,1.87E-06
Sunflower,Oleic acid,0.080199309
Sunflower,Niveusin C,8.54E-05
Sunflower,Cholesterol,0.001124289
Sunflower,(-)-Menthol,0.204245902
Sunflower,Faradiol,0.005846305
Sunflower,beta-Carotene,1.12E-07
Sunflower,Argophyllin B,0.000131917
Sunflower,Iron,5.32E-05
Sunflower,Phosphatidylcholine,0.001006239
Sunflower,Pectic acid,0.082447887
Sea-buckthornberry,Chinese tannin,0.19694861
Sea-buckthornberry,Sucrose,0.032824768
Sea-buckthornberry,L-Ascorbic acid,0.079326523
Sea-buckthornberry,Malic acid,0.240714967
Sea-buckthornberry,Serotonin,0.038295563
Sea-buckthornberry,beta-Sitosterol,0.008315608
Sea-buckthornberry,alpha-Linolenic acid,0.170552025
Sea-buckthornberry,"(Z,Z)-9,12-Octadecadienoic acid",0.022977338
Sea-buckthornberry,Oleic acid,0.209586145
Sea-buckthornberry,beta-Carotene,0.000454076
Barley,Phytic acid,0.026619423
Barley,N-Methyltyramine,0.000108743
Barley,L-Tyrosine,0.009061931
Barley,alpha-Tocopherol,1.59E-05
Barley,Pyridoxine,1.25E-05
Barley,Choline,0.002882827
Barley,Nicotinic acid,0.000149522
Barley,Cellulose,0.579963597
Barley,L-Ascorbic acid,0.007476093
Barley,Trigonelline,2.02E-05
Barley,L-Tryptophan,0.004530966
Barley,Calcium,0.012686704
Barley,Chromium,7.02E-05
Barley,Phosphorus,0.010421221
Barley,Potassium,0.072359521
Barley,Sodium,0.000579964
Barley,Aluminum,1.59E-05
Barley,Boron,9.06E-06
Barley,Cobalt,0.000111009
Barley,Copper,2.38E-05
Barley,Manganese,0.000138194
Barley,Silicon,7.70E-05
Barley,Sulfur,0.000453097
Barley,Tin,2.72E-05
Barley,Zinc,5.66E-05
Barley,Arsenic,2.27E-08
Barley,Mercury,1.59E-07
Barley,Ammonia,0.018418375
Barley,Methylamine,1.02E-05
Barley,Diethylamine,1.29E-05
Barley,Pantothenic acid,1.59E-05
Barley,Betaine,0.000530123
Barley,Lignin,0.104212209
Barley,Riboflavine,1.13E-05
Barley,alpha-Linolenic acid,0.000299044
Barley,L-Glutamic acid,0.079291898
Barley,L-Cystine,0.003398224
Barley,Dimethylamine,3.62E-06
Barley,Piperidine,2.27E-06
Barley,L-Methionine,0.005663707
Barley,L-Serine,0.011327414
Barley,Hordenine,0.000142725
Barley,"(Z,Z)-9,12-Octadecadienoic acid",0.029700479
Barley,Oleic acid,0.018010588
Barley,Folic acid,1.68E-06
Barley,Biotin,1.12E-06
Barley,beta-Carotene,0.000916388
Barley,Iron,0.000158584
Hyssop,Diosmetin 7-rutinoside,0.235286657
Hyssop,Chinese tannin,0.339858505
Hyssop,cis-beta-Ocimene,1.73E-05
Hyssop,Rosmarinic acid,0.026142962
Hyssop,Hesperidin,0.287572581
Hyssop,3-Octanol,5.23E-06
Hyssop,Iodine,7.32E-08
Hyssop,Germacrene D,0.000549002
Hyssop,alpha-Elemol,0.000616974
Hyssop,1-Hexanol,2.88E-05
Hyssop,Methyleugenol,0.00027973
Hyssop,Cuminaldehyde,2.88E-05
Hyssop,Benzyl alcohol,9.15E-05
Hyssop,Camphene,0.000224829
Hyssop,D-Camphor,0.003568514
Hyssop,Eugenol,0.001793407
Hyssop,1-Methoxy-4-(2-propenyl)benzene,5.23E-05
Hyssop,Methyl salicylate,7.84E-06
Hyssop,4(10)-Thujene,0.000287573
Hyssop,Limonene,0.000154243
Hyssop,L-Borneol,1.83E-05
Hyssop,"(+)-1(10),4-Cadinadiene",0.001134605
Hyssop,L-Myrtenol,0.000460116
Hyssop,Geraniol,1.70E-05
Hyssop,Myrtenal,0.000141172
Hyssop,(R)-Limonene,0.00026143
Hyssop,alpha-Carene,5.23E-06
Hyssop,(+)-trans-Pinocarveol,0.000575145
Hyssop,Ursolic acid,0.025620103
Hyssop,alpha-Terpineol,8.63E-06
Hyssop,(-)-Isopinocamphone,0.017053054
Hyssop,5-Isopropyl-2-methylphenol,5.23E-06
Hyssop,p-Menth-1-en-4-ol,7.84E-05
Hyssop,"1,8-Cineole",0.002870497
Hyssop,2-Isopropyl-5-methylphenol,1.31E-05
Hyssop,beta-Phellandrene,0.000998661
Hyssop,Linalool,2.88E-06
Hyssop,Nerol,2.30E-05
Hyssop,(+)-3-Thujone,0.000104833
Hyssop,(-)-3-Isothujone,5.25E-05
Hyssop,(-)-Pinocamphone,0.005908309
Hyssop,Pinocarvone,0.014012628
Hyssop,alpha-Humulene,3.40E-05
Hyssop,beta-Pinene,0.012417907
Hyssop,beta-Ionone,1.73E-05
Hyssop,Lutein,0.018592875
Hyssop,beta-Caryophyllene,0.001189505
Hyssop,Terpinolene,5.49E-05
Hyssop,gamma-Terpinene,0.000159472
Hyssop,1-Isopropyl-4-methylbenzene,0.000486259
Hyssop,"7-Methyl-3-methylene-1,6-octadiene",0.001116304
Star anise,4-Methoxybenzaldehyde,0.009191095
Star anise,Cinnamyl alcohol,0.000450717
Star anise,cis-beta-Ocimene,0.001767518
Star anise,alpha-Copaene,0.009942291
Star anise,Anethole,0.748985886
Star anise,cis-Anethole,0.0012461
Star anise,Camphene,1.77E-05
Star anise,Methyl 4-methoxybenzoate,0.002660115
Star anise,1-Methoxy-4-(2-propenyl)benzene,0.059918871
Star anise,4(10)-Thujene,0.000185589
Star anise,Limonene,0.047015987
Star anise,beta-Selinene,1.77E-05
Star anise,"(+)-1(10),4-Cadinadiene",1.77E-05
Star anise,alpha-Carene,0.00433042
Star anise,Nerolidol,0.000883759
Star anise,alpha-Terpineol,0.002518714
Star anise,Fenchone,1.77E-05
Star anise,beta-Elemene,0.005753272
Star anise,p-Menth-1-en-4-ol,0.000892597
Star anise,Carvone,1.77E-05
Star anise,"1,8-Cineole",0.030940408
Star anise,beta-Phellandrene,0.009323659
Star anise,Linalool,0.014582026
Star anise,S-beta-Bisabolene,0.000671657
Star anise,alpha-Humulene,0.00796267
Star anise,beta-Pinene,1.77E-05
Star anise,beta-Caryophyllene,0.032566525
Star anise,Terpinolene,0.00388854
Star anise,gamma-Terpinene,0.000671657
Star anise,1-Isopropyl-4-methylbenzene,0.000892597
Star anise,"7-Methyl-3-methylene-1,6-octadiene",0.002121022
Star anise,Methylisoeugenol,0.000530255
Swamp cabbage,L-Tyrosine,0.027678735
Swamp cabbage,Glycine,0.03425622
Swamp cabbage,L-Alanine,0.037708491
Swamp cabbage,Nicotinic acid,0.000307676
Swamp cabbage,L-Ascorbic acid,0.018460566
Swamp cabbage,L-Leucine,0.050512178
Swamp cabbage,Arginine,0.051202632
Swamp cabbage,Calcium,0.031351467
Swamp cabbage,Phosphorus,0.030961421
Swamp cabbage,Potassium,0.122828173
Swamp cabbage,Sodium,0.037405661
Swamp cabbage,Copper,5.23E-05
Swamp cabbage,Iodine,4.00E-06
Swamp cabbage,Zinc,0.000252682
Swamp cabbage,Betaine,0.037708491
Swamp cabbage,L-Histidine,0.016255957
Swamp cabbage,L-Threonine,0.048428702
Swamp cabbage,Riboflavine,4.12E-05
Swamp cabbage,L-Isoleucine,0.035976299
Swamp cabbage,L-Glutamic acid,0.087178931
Swamp cabbage,L-Cystine,0.009690586
Swamp cabbage,L-Aspartic acid,0.22487004
Swamp cabbage,L-Methionine,0.015226333
Swamp cabbage,L-Serine,0.042202501
Swamp cabbage,beta-Carotene,0.001279157
Swamp cabbage,Iron,0.001334878
Swamp cabbage,Pectic acid,0.036824225
Sweet potato,Phytic acid,0.031378751
Sweet potato,L-Tyrosine,0.004428887
Sweet potato,L-Lysine,0.006111385
Sweet potato,Glycine,0.004938418
Sweet potato,L-Alanine,0.005400134
Sweet potato,Pyridoxine,1.79E-05
Sweet potato,Nicotinic acid,0.000112067
Sweet potato,Starch,0.476658176
Sweet potato,Sucrose,0.180502532
Sweet potato,L-Ascorbic acid,0.006640341
Sweet potato,L-Leucine,0.007986639
Sweet potato,L-Tryptophan,0.001494226
Sweet potato,Arginine,0.005013129
Sweet potato,Calcium,0.027299514
Sweet potato,Phosphorus,0.009548106
Sweet potato,Potassium,0.071059424
Sweet potato,Sodium,0.000672402
Sweet potato,Aluminum,2.39E-05
Sweet potato,Boron,3.11E-05
Sweet potato,Calcium oxalate,0.000956305
Sweet potato,Copper,1.27E-05
Sweet potato,Iodine,1.34E-07
Sweet potato,Manganese,2.39E-05
Sweet potato,Sulfur,0.001105727
Sweet potato,Zinc,1.94E-05
Sweet potato,Pantothenic acid,4.33E-05
Sweet potato,L-Histidine,0.002241339
Sweet potato,L-Threonine,0.005586912
Sweet potato,Riboflavine,3.23E-05
Sweet potato,L-Isoleucine,0.00537772
Sweet potato,alpha-Linolenic acid,0.001398596
Sweet potato,L-Glutamic acid,0.011879099
Sweet potato,L-Cystine,0.001329861
Sweet potato,L-Aspartic acid,0.019593789
Sweet potato,L-Methionine,0.002599954
Sweet potato,L-Serine,0.006350462
Sweet potato,"(Z,Z)-9,12-Octadecadienoic acid",0.007765494
Sweet potato,Oleic acid,0.000769527
Sweet potato,Folic acid,1.05E-06
Sweet potato,beta-Carotene,0.000518198
Sweet potato,Chlorine,0.002540185
Sweet potato,Iron,0.000560335
Sweet potato,Pectic acid,0.089653575
Black walnut,Naphthalene,0.043585145
Black walnut,Nicotinic acid,2.03E-05
Black walnut,Chinese tannin,0.427134425
Black walnut,Juglone,0.009734016
Black walnut,Pentanal,0.017434058
Black walnut,Calcium,0.00897854
Black walnut,Chromium,2.62E-05
Black walnut,Phosphorus,0.003109074
Black walnut,Potassium,0.043294578
Black walnut,Sodium,0.000377738
Black walnut,Aluminum,0.000671211
Black walnut,Boron,1.37E-05
Black walnut,Cobalt,0.000104604
Black walnut,Copper,5.52E-05
Black walnut,Iodine,2.91E-07
Black walnut,Manganese,6.83E-05
Black walnut,Molybdenum,1.16E-06
Black walnut,Silicon,6.39E-05
Black walnut,Sulfur,0.007705854
Black walnut,Tin,3.49E-05
Black walnut,Uranium,1.16E-07
Black walnut,Zinc,0.000133661
Black walnut,Arsenic,8.72E-08
Black walnut,Cadmium,8.72E-08
Black walnut,Lead,1.74E-06
Black walnut,Mercury,2.91E-07
Black walnut,Vanadium,8.72E-08
Black walnut,Hexanal,0.026151087
Black walnut,1-Hexanol,0.043585145
Black walnut,1-Pentanol,0.075547585
Black walnut,2-Phenylethanol,0.046490822
Black walnut,Riboflavine,2.91E-06
Black walnut,Toluene,0.014528382
Black walnut,Ellagic acid,0.000101699
Black walnut,Selenium,5.81E-08
Black walnut,Nickel,1.39E-05
Black walnut,Limonene,0.043585145
Black walnut,Geraniol,0.037773793
Black walnut,5-Isopropyl-2-methylphenol,0.026151087
Black walnut,beta-Carotene,1.74E-06
Black walnut,Benzaldehyde,0.081358938
Black walnut,2-Isopropyl-5-methylphenol,0.040679469
Black walnut,Gold,2.91E-09
Black walnut,Chlorine,0.000156907
Black walnut,Iron,0.001322083
Common walnut,Phytic acid,0.011012788
Common walnut,L-Tyrosine,0.005619475
Common walnut,L-Lysine,0.00496612
Common walnut,Glycine,0.009665245
Common walnut,Syringic acid,0.000458604
Common walnut,L-Alanine,0.007796275
Common walnut,alpha-Tocopherol,8.48E-05
Common walnut,Pyridoxine,9.42E-06
Common walnut,"4-Hydroxy-3,5-dimethoxybenzaldehyde",1.13E-05
Common walnut,Nicotinic acid,2.32E-05
Common walnut,Chinese tannin,0.08047565
Common walnut,L-Ascorbic acid,0.012250392
Common walnut,Betulinic acid,5.03E-05
Common walnut,Stigmasterol,6.91E-06
Common walnut,L-Leucine,0.012699573
Common walnut,L-Tryptophan,0.002418667
Common walnut,Arginine,0.026922592
Common walnut,gamma-Tocopherol,0.002416782
Common walnut,d-Tocopherol,0.001312991
Common walnut,Caffeic acid,4.40E-06
Common walnut,p-Coumaric acid,2.51E-06
Common walnut,Juglone,0.00016648
Common walnut,Hyperin,0.002512901
Common walnut,Calcium,0.001074265
Common walnut,Phosphorus,0.004962979
Common walnut,Potassium,0.007142921
Common walnut,Sodium,9.42E-05
Common walnut,Boron,7.85E-06
Common walnut,Copper,1.13E-05
Common walnut,Manganese,3.71E-05
Common walnut,Salicylates,3.77E-06
Common walnut,Sulfur,0.001306708
Common walnut,Zinc,3.46E-05
Common walnut,beta-Eudesmol,2.64E-05
Common walnut,delta-5-Avenasterol,7.85E-05
Common walnut,Pantothenic acid,8.17E-06
Common walnut,Myo-Inositol,0.003769351
Common walnut,trans-Sinapic acid,1.07E-06
Common walnut,L-Histidine,0.004595467
Common walnut,L-Threonine,0.005735696
Common walnut,Serotonin,0.000119363
Common walnut,Riboflavine,3.77E-06
Common walnut,Eugenol,2.51E-05
Common walnut,beta-Sitosterol,0.001303567
Common walnut,L-Isoleucine,0.007246578
Common walnut,alpha-Linolenic acid,0.075487542
Common walnut,Campesterol,6.60E-05
Common walnut,L-Glutamic acid,0.035962752
Common walnut,L-Cystine,0.004416423
Common walnut,L-Aspartic acid,0.01888445
Common walnut,Ellagic acid,8.48E-05
Common walnut,L-Methionine,0.003584025
Common walnut,delta7-Avenasterol,1.26E-06
Common walnut,L-Serine,0.010010769
Common walnut,"(Z,Z)-9,12-Octadecadienoic acid",0.477928614
Common walnut,Ferulic acid,8.80E-07
Common walnut,Oleic acid,0.15473187
Common walnut,Cholesterol,7.54E-06
Common walnut,Folic acid,1.88E-06
Common walnut,Biotin,2.51E-08
Common walnut,beta-Carotene,6.28E-07
Common walnut,Chlorine,0.000288984
Common walnut,Iron,3.14E-05
Lettuce,L-Tyrosine,0.009482458
Lettuce,L-Lysine,0.024892919
Lettuce,Glycine,0.016891624
Lettuce,L-Alanine,0.01659472
Lettuce,alpha-Tocopherol,0.000243226
Lettuce,Pyridoxine,1.64E-05
Lettuce,Nicotinic acid,0.000119097
Lettuce,Sucrose,0.218064656
Lettuce,L-Ascorbic acid,0.005334197
Lettuce,L-Leucine,0.023411757
Lettuce,L-Tryptophan,0.002667098
Lettuce,Arginine,0.021039884
Lettuce,Calcium,0.032709698
Lettuce,Chromium,3.36E-05
Lettuce,Phosphorus,0.023530854
Lettuce,Potassium,0.209174328
Lettuce,Sodium,0.031179891
Lettuce,Aluminum,0.000216387
Lettuce,Boron,0.000147445
Lettuce,Cobalt,1.46E-06
Lettuce,Copper,4.92E-05
Lettuce,Manganese,0.000404258
Lettuce,Molybdenum,3.52E-06
Lettuce,Silicon,0.001358711
Lettuce,Sulfur,0.006422843
Lettuce,Zinc,0.001638337
Lettuce,Arsenic,9.75E-07
Lettuce,Cadmium,6.73E-06
Lettuce,Lead,1.01E-05
Lettuce,Mercury,6.71E-08
Lettuce,Vanadium,3.45E-05
Lettuce,Lithium,4.48E-06
Lettuce,Silver,1.00E-06
Lettuce,Malic acid,0.002012905
Lettuce,Pantothenic acid,5.87E-05
Lettuce,L-Histidine,0.006520133
Lettuce,L-Threonine,0.017483753
Lettuce,L-Isoleucine,0.024892919
Lettuce,alpha-Linolenic acid,0.033486344
Lettuce,L-Glutamic acid,0.053934099
Lettuce,L-Cystine,0.004742068
Lettuce,L-Aspartic acid,0.042081446
Lettuce,L-Methionine,0.004742068
Lettuce,L-Serine,0.011557427
Lettuce,"(Z,Z)-9,12-Octadecadienoic acid",0.013927622
Lettuce,Oleic acid,0.002667098
Lettuce,Selenium,9.73E-08
Lettuce,Nickel,4.73E-05
Lettuce,beta-Carotene,0.000337162
Lettuce,Chlorine,0.001325162
Lettuce,Iron,0.000303613
Lettuce,Pectic acid,0.134193634
Sweet bay,Boron,0.000272183
Sweet bay,Copper,8.71E-05
Sweet bay,Manganese,0.00178552
Sweet bay,Artemorin,0.108873163
Sweet bay,Reynosin,0.054436581
Sweet bay,Santamarin,0.032661949
Sweet bay,Verlotorin,0.030484486
Sweet bay,Methyleugenol,0.030713119
Sweet bay,Camphene,0.002286336
Sweet bay,Eugenol,0.014730539
Sweet bay,Aceteugenol,0.000468155
Sweet bay,4(10)-Thujene,0.03375068
Sweet bay,Limonene,0.006314643
Sweet bay,alpha-Carene,0.001927055
Sweet bay,alpha-Terpineol,0.016766467
Sweet bay,p-Menth-1-en-4-ol,0.017615678
Sweet bay,"1,8-Cineole",0.167392488
Sweet bay,Linalool,0.045073489
Sweet bay,beta-Pinene,0.02580294
Sweet bay,Costunolide,0.391943386
Sweet bay,Desacetyllaurenobiolide,0.001306478
Sweet bay,beta-Caryophyllene,0.002286336
Sweet bay,Terpinolene,0.002308111
Sweet bay,gamma-Terpinene,0.002493195
Sweet bay,1-Isopropyl-4-methylbenzene,0.004376701
Sweet bay,"7-Methyl-3-methylene-1,6-octadiene",0.003843223
Lentils,L-Tyrosine,0.014848341
Lentils,L-Lysine,0.038743507
